SG_UF;NM_MUNICIPIO;DS_CARGO;NR_CANDIDATO;NM_CANDIDATO;NM_URNA_CANDIDATO;NR_PARTIDO;SG_PARTIDO;NM_PARTIDO;DS_SIT_TOT_TURNO;NR_TURNO;QT_VOTOS_NOMINAIS;QT_VOTOS_NOMINAIS_VALIDOS;LATITUDE;LONGITUDE;COALITION
RO;JI-PARANA;Prefeito;44;ISAU RAIMUNDO DA FONSECA;ISAU FONSECA;44;UNIO;Unio Brasil;Não eleito;1;23321;23321;-10,877815;-61,927785;center-right
RO;JI-PARANA;Prefeito;20;ZENILTON FELBEK DE ALMEIDA;DR FELBEK;20;PODE;Podemos;Não eleito;1;794;794;-10,877815;-61,927785;center-right
SC;JOINVILLE;Prefeito;30;ADRIANO BORNSCHEIN SILVA;ADRIANO SILVA;30;NOVO;Partido Novo;Eleito;1;244321;244321;-26,30449;-48,848673;right
SC;JOINVILLE;Prefeito;22;CARLOS HENRIQUE DE LIMA;SARGENTO LIMA;22;PL;Partido Liberal;Não eleito;1;35667;35667;-26,30449;-48,848673;right
SC;JOINVILLE;Prefeito;13;CARLITO MERSS;CARLITO MERSS;13;PT;Partido dos Trabalhadores;Não eleito;1;23278;23278;-26,30449;-48,848673;center-left
SC;JOINVILLE;Prefeito;15;LUIZ CLAUDIO GUBERT;LUIZ CLAUDIO GUBERT;15;MDB;Movimento Democrático Brasileiro;Não eleito;1;4285;4285;-26,30449;-48,848673;center
SC;JOINVILLE;Prefeito;40;RODRIGO MEYER BORNHOLDT;RODRIGO BORNHOLDT;40;PSB;Partido Socialista Brasileiro;Não eleito;1;2946;2946;-26,30449;-48,848673;center
PB;JOAO PESSOA;Prefeito;11;CICERO DE LUCENA FILHO;CICERO LUCENA;11;PP;PROGRESSISTAS;2º Turno;1;205122;205122;-7,121598;-34,882028;center-right
PB;JOAO PESSOA;Prefeito;22;MARCELO ANTONIO CARTAXO QUEIROGA LOPES;MARCELO QUEIROGA;22;PL;Partido Liberal;2º Turno;1;90840;90840;-7,121598;-34,882028;right
PB;JOAO PESSOA;Prefeito;20;RUY MANUEL CARNEIRO BARBOSA DE ACA BELCHIOR;RUY CARNEIRO;20;PODE;Podemos;Não eleito;1;69712;69712;-7,121598;-34,882028;center-right
PB;JOAO PESSOA;Prefeito;13;LUCIANO CARTAXO PIRES DE SA;LUCIANO CARTAXO;13;PT;Partido dos Trabalhadores;Não eleito;1;49110;49110;-7,121598;-34,882028;center-left
PB;JOAO PESSOA;Prefeito;80;YURI EZEQUIEL DE LIMA SILVA;YURI EZEQUIEL;80;UP;Unidade Popular;Não eleito;1;2237;2237;-7,121598;-34,882028;left
CE;JUAZEIRO DO NORTE;Prefeito;20;GLEDSON LIMA BEZERRA;GLEDSON BEZERRA;20;PODE;Podemos;Eleito;1;83514;83514;-7,215345;-39,315334;center-right
CE;JUAZEIRO DO NORTE;Prefeito;13;FERNANDO MATOS SANTANA;FERNANDO SANTANA;13;PT;Partido dos Trabalhadores;Não eleito;1;70936;70936;-7,215345;-39,315334;center-left
CE;JUAZEIRO DO NORTE;Prefeito;80;SUED CARVALHO;SUED CARVALHO;80;UP;Unidade Popular;Não eleito;1;2303;2303;-7,215345;-39,315334;left
CE;JUAZEIRO DO NORTE;Prefeito;29;LINO ALVES DE ALMEIDA;LINO ALVES;29;PCO;Partido da Causa Operária;Não eleito;1;151;0;-7,215345;-39,315334;far-left
MG;JUIZ DE FORA;Prefeito;13;MARIA MARGARIDA MARTINS SALOMAO;MARGARIDA SALOMAO;13;PT;Partido dos Trabalhadores;Eleito;1;150848;150848;-21,760953;-43,350113;center-left
MG;JUIZ DE FORA;Prefeito;22;CHARLLES THOMACELLI EVANGELISTA;CHARLLES EVANGELISTA;22;PL;Partido Liberal;Não eleito;1;76953;76953;-21,760953;-43,350113;right
MG;JUIZ DE FORA;Prefeito;70;IONE MARIA MOREIRA DIAS BARBOSA;IONE;70;AVANTE;AVANTE;Não eleito;1;27732;27732;-21,760953;-43,350113;center
MG;JUIZ DE FORA;Prefeito;15;JULIO CESAR DELGADO;JULIO DELGADO;15;MDB;Movimento Democrático Brasileiro;Não eleito;1;17214;17214;-21,760953;-43,350113;center
MG;JUIZ DE FORA;Prefeito;10;ISAURO JOSE DE CALAIS FILHO;ISAURO CALAIS;10;REPUBLICANOS;REPUBLICANOS;Não eleito;1;5832;5832;-21,760953;-43,350113;right
SE;LAGARTO;Prefeito;55;ARTUR SERGIO DE ALMEIDA REIS;SERGIO;55;PSD;Partido Social Democrático;Eleito;1;33387;33387;-10,914501;-37,67111;center-right
SE;LAGARTO;Prefeito;10;RAFAELA RIBEIRO LIMA;RAFAELA ;10;REPUBLICANOS;REPUBLICANOS;Não eleito;1;30352;30352;-10,914501;-37,67111;right
SE;LAGARTO;Prefeito;13;BENIZARIO CORREIA DE SOUZA JUNIOR;PROFESSOR BENIZARIO;13;PT;Partido dos Trabalhadores;Não eleito;1;1458;1458;-10,914501;-37,67111;center-left
AP;LARANJAL DO JARI;Prefeito;44;MARCEL JANDSON MENEZES;TEDDY;44;UNIO;Unio Brasil;Eleito;1;14797;14797;-0,841999;-52,516;center-right
AP;LARANJAL DO JARI;Prefeito;55;JOSE AURIVAM GOMES DA SILVA;TENENTE AURIVAM;55;PSD;Partido Social Democrático;Não eleito;1;5838;5838;-0,841999;-52,516;center-right
PR;LONDRINA;Prefeito;55;JOSE TIAGO CAMARGO DO AMARAL;TIAGO AMARAL;55;PSD;Partido Social Democrático;2º Turno;1;113032;113032;-23,311288;-51,159502;center-right
PR;LONDRINA;Prefeito;11;MARIA TEREZA PASCHOAL DE MORAES;PROFESSORA MARIA TEREZA;11;PP;PROGRESSISTAS;2º Turno;1;62590;62590;-23,311288;-51,159502;center-right
PR;LONDRINA;Prefeito;15;TERCILIO LUIZ TURINI;TERCILIO TURINI;15;MDB;Movimento Democrático Brasileiro;Não eleito;1;24894;24894;-23,311288;-51,159502;center
PR;LONDRINA;Prefeito;10;DIEGO ALEXSANDER GONCALO PAULA GARCIA;DIEGO GARCIA;10;REPUBLICANOS;REPUBLICANOS;Não eleito;1;22751;22751;-23,311288;-51,159502;right
PR;LONDRINA;Prefeito;12;HOMERO BARBOSA NETO;BARBOSA NETO;12;PDT;Partido Democrático Trabalhista;Não eleito;1;20616;0;-23,311288;-51,159502;center-left
AP;MACAPA;Prefeito;15;ANTONIO PAULO DE OLIVEIRA FURLAN;DR FURLAN;15;MDB;Movimento Democrático Brasileiro;Eleito;1;204291;204291;0,040153;-51,056959;center
AP;MACAPA;Prefeito;50;PAULO CESAR LEMOS DE OLIVEIRA;PAULO 50;50;PSOL;Partido Socialismo e Liberdade;Não eleito;1;23491;23491;0,040153;-51,056959;left
AP;MACAPA;Prefeito;10;ALINE PARANHOS VARONIL GURGEL;ALINE 10;10;REPUBLICANOS;REPUBLICANOS;Não eleito;1;8897;8897;0,040153;-51,056959;right
AP;MACAPA;Prefeito;45;PATRICIA LIMA FERRAZ;PATRICIA FERRAZ;45;PSDB;Partido da Social Democracia Brasileira;Não eleito;1;1835;0;0,040153;-51,056959;center
AP;MACAPA;Prefeito;70;GILVAM PINHEIRO BORGES;GILVAM BORGES;70;AVANTE;AVANTE;Não eleito;1;637;637;0,040153;-51,056959;center
AM;MANAUS;Prefeito;70;DAVID ANTONIO ABISAI PEREIRA DE ALMEIDA;DAVID ALMEIDA;70;AVANTE;AVANTE;2º Turno;1;354596;354596;-3,131633;-59,982504;center
AM;MANAUS;Prefeito;22;ALBERTO BARROS CAVALCANTE NETO;CAPITAO ALBERTO NETO;22;PL;Partido Liberal;2º Turno;1;275063;275063;-3,131633;-59,982504;right
AM;MANAUS;Prefeito;23;AMOM MANDEL LINS FILHO;AMOM MANDEL;23;CIDADANIA;Cidadania;Não eleito;1;210643;210643;-3,131633;-59,982504;center
AM;MANAUS;Prefeito;44;ROBERTO MAIA CIDADE FILHO;ROBERTO CIDADE;44;UNIO;Unio Brasil;Não eleito;1;187566;187566;-3,131633;-59,982504;center-right
AM;MANAUS;Prefeito;13;MARCELO RAMOS RODRIGUES;MARCELO RAMOS;13;PT;Partido dos Trabalhadores;Não eleito;1;66528;66528;-3,131633;-59,982504;center-left
PA;MARABA;Prefeito;22;ANTONIO CARLOS CUNHA SA;TONI CUNHA;22;PL;Partido Liberal;Eleito;1;69666;69666;-5,346282;-49,10074;right
PA;MARABA;Prefeito;15;WENDERSON AZEVEDO CHAMON;CHAMONZINHO;15;MDB;Movimento Democrático Brasileiro;Não eleito;1;46412;46412;-5,346282;-49,10074;center
PA;MARABA;Prefeito;13;DIRCEU TEN CATEN PIES;DIRCEU;13;PT;Partido dos Trabalhadores;Não eleito;1;20299;20299;-5,346282;-49,10074;center-left
PR;MARINGA;Prefeito;11;SILVIO MAGALHAES BARROS II;SILVIO BARROS;11;PP;PROGRESSISTAS;Eleito;1;131819;131819;-23,425269;-51,938208;center-right
PR;MARINGA;Prefeito;55;EDSON RIBEIRO SCABORA;EDSON SCABORA;55;PSD;Partido Social Democrático;Não eleito;1;44004;44004;-23,425269;-51,938208;center-right
PR;MARINGA;Prefeito;13;HUMBERTO JOSE HENRIQUE;HUMBERTO HENRIQUE;13;PT;Partido dos Trabalhadores;Não eleito;1;17321;17321;-23,425269;-51,938208;center-left
PR;MARINGA;Prefeito;45;EVANDRO BUQUERA DE FREITAS OLIVEIRA;EVANDRO OLIVEIRA;45;PSDB;Partido da Social Democracia Brasileira;Não eleito;1;7421;7421;-23,425269;-51,938208;center
PR;MARINGA;Prefeito;33;JOSE APARECIDO DOS SANTOS;PASTOR JOSE;33;MOBILIZA;Mobilização Nacional;Não eleito;1;480;480;-23,425269;-51,938208;center
MG;MONTES CLAROS;Prefeito;44;GUILHERME AUGUSTO GUIMARAES DE OLIVEIRA;GUILHERME GUIMARAES;44;UNIO;Unio Brasil;Eleito;1;151240;151240;-16,749573;-43,868727;center-right
MG;MONTES CLAROS;Prefeito;40;RUY ADRIANO BORGES MUNIZ;RUY MUNIZ;40;PSB;Partido Socialista Brasileiro;Não eleito;1;23353;0;-16,749573;-43,868727;center
MG;MONTES CLAROS;Prefeito;13;PAULO JOSE CARLOS GUEDES;PAULO GUEDES;13;PT;Partido dos Trabalhadores;Não eleito;1;13706;13706;-16,749573;-43,868727;center-left
MG;MONTES CLAROS;Prefeito;12;DELIO PINHEIRO NETO;DELIO PINHEIRO;12;PDT;Partido Democrático Trabalhista;Não eleito;1;11206;11206;-16,749573;-43,868727;center-left
MG;MONTES CLAROS;Prefeito;22;MAURICIO SERGIO SOUSA E SILVA;MAURICIO;22;PL;Partido Liberal;Não eleito;1;10021;10021;-16,749573;-43,868727;right
RN;NATAL;Prefeito;44;PAULO EDUARDO DA COSTA FREIRE;PAULINHO FREIRE;44;UNIO;Unio Brasil;2º Turno;1;171146;171146;-5,805398;-35,20809;center-right
RN;NATAL;Prefeito;13;NATALIA BASTOS BONAVIDES;NATALIA BONAVIDES;13;PT;Partido dos Trabalhadores;2º Turno;1;110483;110483;-5,805398;-35,20809;center-left
RN;NATAL;Prefeito;55;CARLOS EDUARDO NUNES ALVES;CARLOS EDUARDO;55;PSD;Partido Social Democrático;Não eleito;1;93013;93013;-5,805398;-35,20809;center-right
RN;NATAL;Prefeito;70;RAFAEL HUETE DA MOTTA;RAFAEL MOTTA;70;AVANTE;AVANTE;Não eleito;1;12532;12532;-5,805398;-35,20809;center
RN;NATAL;Prefeito;16;FERNANDO ANTONIO SOARES DOS SANTOS;NANDO POETA;16;PSTU;Partido Socialista dos Trabalhadores Unificado;Não eleito;1;651;651;-5,805398;-35,20809;far-left
AP;OIAPOQUE;Prefeito;11;BRENO LIMA DE ALMEIDA;BRENO;11;PP;PROGRESSISTAS;Eleito;1;8965;8965;3,843213;-51,83508;center-right
AP;OIAPOQUE;Prefeito;12;INACIO MONTEIRO MACIEL;INACIO;12;PDT;Partido Democrático Trabalhista;Não eleito;1;4460;4460;3,843213;-51,83508;center-left
AP;OIAPOQUE;Prefeito;45;MARIA ORLANDA MARQUES GARCIA;MARIA ORLANDA;45;PSDB;Partido da Social Democracia Brasileira;Não eleito;1;1930;1930;3,843213;-51,83508;center
AP;OIAPOQUE;Prefeito;40;CHARLES CORREA;DELEGADO CHARLES;40;PSB;Partido Socialista Brasileiro;Não eleito;1;1110;1110;3,843213;-51,83508;center
PE;OLINDA;Prefeito;13;VINICIUS NASCIMENTO DOS SANTOS;VINICIUS CASTELLO;13;PT;Partido dos Trabalhadores;2º Turno;1;80422;80422;-7,99864;-34,845955;center-left
PE;OLINDA;Prefeito;55;MIRELLA FERNANDA BEZERRA DE ALMEIDA;MIRELLA;55;PSD;Partido Social Democrático;2º Turno;1;62289;62289;-7,99864;-34,845955;center-right
PE;OLINDA;Prefeito;22;IZABEL URQUIZA GODOI ALMEIDA;IZABEL URQUIZA DE OLINDA;22;PL;Partido Liberal;Não eleito;1;51526;51526;-7,99864;-34,845955;right
PE;OLINDA;Prefeito;11;MARCIO ANTONY DOMINGOS BOTELHO;MARCIO BOTELHO;11;PP;PROGRESSISTAS;Não eleito;1;9989;9989;-7,99864;-34,845955;center-right
PE;OLINDA;Prefeito;28;ANTONIO RICARDO ACCIOLY CAMPOS;ANTONIO CAMPOS;28;PRTB;Partido Renovador Trabalhista Brasileiro;Não eleito;1;3124;3124;-7,99864;-34,845955;right
TO;PALMAS;Prefeito;22;JANAD MARQUES DE FREITAS VALCARI;JANAD VALCARI;22;PL;Partido Liberal;2º Turno;1;62126;62126;-10,183785;-48,333642;right
TO;PALMAS;Prefeito;20;JOSE EDUARDO DE SIQUEIRA CAMPOS;EDUARDO SIQUEIRA CAMPOS;20;PODE;Podemos;2º Turno;1;51344;51344;-10,183785;-48,333642;center-right
TO;PALMAS;Prefeito;45;JOSE LUIZ PEREIRA JUNIOR;PROFESSOR JUNIOR GEO;45;PSDB;Partido da Social Democracia Brasileira;Não eleito;1;44326;44326;-10,183785;-48,333642;center
AM;PARINTINS;Prefeito;55;MATEUS FERREIRA ASSAYAG;MATEUS ASSAYAG;55;PSD;Partido Social Democrático;Eleito;1;28235;28235;-2,634457;-56,731932;center-right
AM;PARINTINS;Prefeito;44;BRENA DIANNA MODESTO BARBOSA;BRENA DIANNA;44;UNIO;Unio Brasil;Não eleito;1;25250;25250;-2,634457;-56,731932;center-right
AM;PARINTINS;Prefeito;30;MICHELE VALADARES MOREIRA;MICHELE VALADARES;30;NOVO;Partido Novo;Não eleito;1;3112;3112;-2,634457;-56,731932;right
RN;PARNAMIRIM;Prefeito;77;RAIMUNDA NILDA DA SILVA CRUZ;PROFESSORA NILDA;77;SOLIDARIEDADE;Solidariedade;Eleito;1;47882;47882;-5,915333;-35,267991;center
RN;PARNAMIRIM;Prefeito;22;SALATIEL MACIEL DE SOUZA;SALATIEL;22;PL;Partido Liberal;Não eleito;1;45157;45157;-5,915333;-35,267991;right
RN;PARNAMIRIM;Prefeito;70;RAIMUNDO MARCIANO DE FREITAS JUNIOR;MARCIANO JUNIOR;70;AVANTE;AVANTE;Não eleito;1;4593;4593;-5,915333;-35,267991;center
PB;PATOS;Prefeito;10;NABOR WANDERLEY DA NOBREGA FILHO;NABOR;10;REPUBLICANOS;REPUBLICANOS;Eleito;1;37613;37613;-7,025829;-37,276682;right
PB;PATOS;Prefeito;45;RAMONILSON ALVES GOMES;RAMONILSON;45;PSDB;Partido da Social Democracia Brasileira;Não eleito;1;11371;11371;-7,025829;-37,276682;center
PB;PATOS;Prefeito;13;EDILEUDO DE LUCENA MEDEIROS;PROFESSOR EDILEUDO;13;PT;Partido dos Trabalhadores;Não eleito;1;1516;1516;-7,025829;-37,276682;center-left
PB;PATOS;Prefeito;80;ALINE ANA LEITE DE OLIVEIRA;ALINE LEITE;80;UP;Unidade Popular;Não eleito;1;492;492;-7,025829;-37,276682;left
RS;PELOTAS;Prefeito;13;FERNANDO STEPHAN MARRONI;MARRONI;13;PT;Partido dos Trabalhadores;2º Turno;1;68443;68443;-31,769974;-52,341016;center-left
RS;PELOTAS;Prefeito;22;MARCIANO PERONDI;MARCIANO PERONDI;22;PL;Partido Liberal;2º Turno;1;54736;54736;-31,769974;-52,341016;right
RS;PELOTAS;Prefeito;45;PAULO FERNANDO CURI ESTIMA;FERNANDO ESTIMA;45;PSDB;Partido da Social Democracia Brasileira;Não eleito;1;36122;36122;-31,769974;-52,341016;center
RS;PELOTAS;Prefeito;15;IRAJA ANDARA RODRIGUES;IRAJA RODRIGUES;15;MDB;Movimento Democrático Brasileiro;Não eleito;1;6785;6785;-31,769974;-52,341016;center
RS;PELOTAS;Prefeito;12;REGINALDO BACCI ACUNHA;REGINALDO BACCI;12;PDT;Partido Democrático Trabalhista;Não eleito;1;6514;6514;-31,769974;-52,341016;center-left
PE;PETROLINA;Prefeito;44;SIMAO AMORIM DURANDO FILHO;SIMAO DURANDO;44;UNIO;Unio Brasil;Eleito;1;107806;107806;-9,381733;-40,496887;center-right
PE;PETROLINA;Prefeito;45;JULIO EMILIO LOSSIO DE MACEDO;DR. JULIO;45;PSDB;Partido da Social Democracia Brasileira;Não eleito;1;52224;52224;-9,381733;-40,496887;center
PE;PETROLINA;Prefeito;22;LARA RIBEIRO CAVALCANTI DE ALMEIDA;LARA CAVALCANTI;22;PL;Partido Liberal;Não eleito;1;10757;10757;-9,381733;-40,496887;right
PE;PETROLINA;Prefeito;13;ODACY AMORIM DE SOUZA;ODACY AMORIM;13;PT;Partido dos Trabalhadores;Não eleito;1;10373;10373;-9,381733;-40,496887;center-left
PE;PETROLINA;Prefeito;36;MARCOS HERIDIJANIO MOURA BEZERRA;DR MARCOS;36;AGIR;Agir;Não eleito;1;606;606;-9,381733;-40,496887;center-right
PI;PICOS;Prefeito;15;PABLO DANTAS DE MOURA SANTOS;DR PABLO SANTOS;15;MDB;Movimento Democrático Brasileiro;Eleito;1;24137;24137;-7,082354;-41,468505;center
PI;PICOS;Prefeito;11;GIL MARQUES DE MEDEIROS;GIL PARAIBANO;11;PP;PROGRESSISTAS;Não eleito;1;20041;20041;-7,082354;-41,468505;center-right
PI;PICOS;Prefeito;23;LUIZ FRANCISCO ARAUJO DO REGO MELLO;CACIQUE;23;CIDADANIA;Cidadania;Não eleito;1;677;677;-7,082354;-41,468505;center
RS;PORTO ALEGRE;Prefeito;15;SEBASTIAO DE ARAUJO MELO;SEBASTIAO MELO;15;MDB;Movimento Democrático Brasileiro;2º Turno;1;345420;345420;-30,0325;-51,230377;center
RS;PORTO ALEGRE;Prefeito;13;MARIA DO ROSARIO NUNES;MARIA DO ROSARIO;13;PT;Partido dos Trabalhadores;2º Turno;1;182553;182553;-30,0325;-51,230377;center-left
RS;PORTO ALEGRE;Prefeito;12;JULIANA BRIZOLA;JULIANA BRIZOLA;12;PDT;Partido Democrático Trabalhista;Não eleito;1;136783;136783;-30,0325;-51,230377;center-left
RS;PORTO ALEGRE;Prefeito;30;FELIPE ZORTEA CAMOZZATO;FELIPE CAMOZZATO;30;NOVO;Partido Novo;Não eleito;1;26603;26603;-30,0325;-51,230377;right
RS;PORTO ALEGRE;Prefeito;80;LUCIANO SCHAFER;LUCIANO DO MLB;80;UP;Unidade Popular;Não eleito;1;1476;1476;-30,0325;-51,230377;left
TO;PORTO NACIONAL;Prefeito;44;RONIVON MACIEL GAMA;RONIVON MACIEL;44;UNIO;Unio Brasil;Eleito;1;23988;23988;-10,701979;-48,411095;center-right
TO;PORTO NACIONAL;Prefeito;10;ANTONIO POINCARE ANDRADE FILHO;TOINHO ANDRADE;10;REPUBLICANOS;REPUBLICANOS;Não eleito;1;10287;10287;-10,701979;-48,411095;right
TO;PORTO NACIONAL;Prefeito;30;NELCIR MAURO FORMEHL;NELCIR FORMEHL;30;NOVO;Partido Novo;Não eleito;1;2108;2108;-10,701979;-48,411095;right
TO;PORTO NACIONAL;Prefeito;40;ALVARO ALBERTO MARTINS SILVA;ALVARO DA A7;40;PSB;Partido Socialista Brasileiro;Não eleito;1;328;328;-10,701979;-48,411095;center
RO;PORTO VELHO;Prefeito;44;MARIANA FONSECA RIBEIRO CARVALHO DE MORAES;MARIANA CARVALHO;44;UNIO;Unio Brasil;2º Turno;1;111329;111329;-8,749453;-63,873544;center-right
RO;PORTO VELHO;Prefeito;20;LEONARDO BARRETO DE MORAES;LEO;20;PODE;Podemos;2º Turno;1;64125;64125;-8,749453;-63,873544;center-right
RO;PORTO VELHO;Prefeito;12;CELIO LOPES DE ARAUJO JUNIOR;CELIO LOPES;12;PDT;Partido Democrático Trabalhista;Não eleito;1;29358;29358;-8,749453;-63,873544;center-left
RO;PORTO VELHO;Prefeito;15;EUMA MENDONCA TOURINHO;JUIZA EUMA TOURINHO;15;MDB;Movimento Democrático Brasileiro;Não eleito;1;24481;24481;-8,749453;-63,873544;center
RO;PORTO VELHO;Prefeito;77;BENEDITO ANTONIO ALVES;DR BENEDITO ALVES;77;SOLIDARIEDADE;Solidariedade;Não eleito;1;12972;12972;-8,749453;-63,873544;center
PE;RECIFE;Prefeito;40;JOAO HENRIQUE DE ANDRADE LIMA CAMPOS;JOAO CAMPOS;40;PSB;Partido Socialista Brasileiro;Eleito;1;725721;725721;-8,058493;-34,884819;center
PE;RECIFE;Prefeito;22;GILSON MACHADO GUIMARAES NETO;GILSON MACHADO;22;PL;Partido Liberal;Não eleito;1;129138;129138;-8,058493;-34,884819;right
PE;RECIFE;Prefeito;50;DANIELLE GONDIM PORTELA;DANI PORTELA;50;PSOL;Partido Socialismo e Liberdade;Não eleito;1;35110;35110;-8,058493;-34,884819;left
PE;RECIFE;Prefeito;55;DANIEL PIRES COELHO;DANIEL COELHO;55;PSD;Partido Social Democrático;Não eleito;1;29788;29788;-8,058493;-34,884819;center-right
PE;RECIFE;Prefeito;30;EMANOEL TECIO TELES MORAES;TECIO TELES;30;NOVO;Partido Novo;Não eleito;1;7342;7342;-8,058493;-34,884819;right
AC;RIO BRANCO;Prefeito;22;SEBASTIAO BOCALOM RODRIGUES;TIAO BOCALOM;22;PL;Partido Liberal;Eleito;1;108605;108605;-9,976536;-67,822078;right
AC;RIO BRANCO;Prefeito;15;MARCUS ALEXANDRE MEDICI AGUIAR VIANA DA SILVA;MARCUS ALEXANDRE;15;MDB;Movimento Democrático Brasileiro;Não eleito;1;68884;68884;-9,976536;-67,822078;center
AC;RIO BRANCO;Prefeito;30;EMERSON OLIVEIRA JARUDE THOMAZ;JARUDE;30;NOVO;Partido Novo;Não eleito;1;14186;14186;-9,976536;-67,822078;right
AC;RIO BRANCO;Prefeito;40;JANILSON LOPES LEITE;DR JENILSON;40;PSB;Partido Socialista Brasileiro;Não eleito;1;6420;6420;-9,976536;-67,822078;center
RJ;RIO DE JANEIRO;Prefeito;55;EDUARDO DA COSTA PAES;EDUARDO PAES;55;PSD;Partido Social Democrático;Eleito;1;1861856;1861856;-22,911014;-43,209373;center-right
RJ;RIO DE JANEIRO;Prefeito;22;ALEXANDRE RAMAGEM RODRIGUES;ALEXANDRE RAMAGEM;22;PL;Partido Liberal;Não eleito;1;948631;948631;-22,911014;-43,209373;right
RJ;RIO DE JANEIRO;Prefeito;50;TARCISIO MOTTA DE CARVALHO;TARCISIO MOTTA;50;PSOL;Partido Socialismo e Liberdade;Não eleito;1;129344;129344;-22,911014;-43,209373;left
RJ;RIO DE JANEIRO;Prefeito;11;MARCELO CID HERACLITO DO PORTO QUEIROZ;MARCELO QUEIROZ;11;PP;PROGRESSISTAS;Não eleito;1;74996;74996;-22,911014;-43,209373;center-right
RJ;RIO DE JANEIRO;Prefeito;44;RODRIGO MARTINS PIRES DE AMORIM;RODRIGO AMORIM;44;UNIO;Unio Brasil;Não eleito;1;34117;0;-22,911014;-43,209373;center-right
GO;RIO VERDE;Prefeito;15;WELLINGTON SOARES CARRIJO FILHO;WELLINGTON CARRIJO;15;MDB;Movimento Democrático Brasileiro;Eleito;1;69209;69209;-17,792126;-50,919122;center
GO;RIO VERDE;Prefeito;22;LISSAUER VIEIRA;LISSAUER VIEIRA;22;PL;Partido Liberal;Não eleito;1;24805;24805;-17,792126;-50,919122;right
GO;RIO VERDE;Prefeito;10;OSVALDO FONSECA DE ALMEIDA JUNIOR;DR OSVALDO FONSECA;10;REPUBLICANOS;REPUBLICANOS;Não eleito;1;10736;10736;-17,792126;-50,919122;right
GO;RIO VERDE;Prefeito;40;KARLOS MARCIO VIEIRA CABRAL;KARLOS CABRAL;40;PSB;Partido Socialista Brasileiro;Não eleito;1;3659;3659;-17,792126;-50,919122;center
GO;RIO VERDE;Prefeito;30;DANIEL CUNHA DA CAMARA;DANIEL CUNHA DA CAMARA;30;NOVO;Partido Novo;Não eleito;1;2025;2025;-17,792126;-50,919122;right
BA;SALVADOR;Prefeito;44;BRUNO SOARES REIS;BRUNO REIS;44;UNIO;Unio Brasil;Eleito;1;1045690;1045690;-12,98225;-38,481277;center-right
BA;SALVADOR;Prefeito;50;KLEBER ROSA DE SOUZA;KLEBER ROSA;50;PSOL;Partido Socialismo e Liberdade;Não eleito;1;138610;138610;-12,98225;-38,481277;left
BA;SALVADOR;Prefeito;15;GERALDO ALVES FERREIRA JUNIOR;GERALDO JUNIOR;15;MDB;Movimento Democrático Brasileiro;Não eleito;1;137298;137298;-12,98225;-38,481277;center
BA;SALVADOR;Prefeito;80;ESLANE SILVA DA PAIXAO;ESLANE PAIXAO;80;UP;Unidade Popular;Não eleito;1;5513;5513;-12,98225;-38,481277;left
BA;SALVADOR;Prefeito;21;GIOVANI DAMICO;GIOVANI DAMICO;21;PCB;Partido Comunista Brasileiro;Não eleito;1;1364;1364;-12,98225;-38,481277;left
RS;SANTA MARIA;Prefeito;13;ANTONIO VALDECI OLIVEIRA DE OLIVEIRA;VALDECI OLIVEIRA;13;PT;Partido dos Trabalhadores;2º Turno;1;58580;58580;-29,686051;-53,806921;center-left
RS;SANTA MARIA;Prefeito;45;RODRIGO DECIMO;RODRIGO DECIMO;45;PSDB;Partido da Social Democracia Brasileira;2º Turno;1;37295;37295;-29,686051;-53,806921;center
RS;SANTA MARIA;Prefeito;22;ROBERTA PEREIRA LEITAO;ROBERTA LEITAO;22;PL;Partido Liberal;Não eleito;1;26838;26838;-29,686051;-53,806921;right
RS;SANTA MARIA;Prefeito;30;GIUSEPPE RICARDO MENEGHETTI RIESGO;RIESGO;30;NOVO;Partido Novo;Não eleito;1;15107;15107;-29,686051;-53,806921;right
RS;SANTA MARIA;Prefeito;12;PAULO AFONSO BURMANN;PROFESSOR BURMANN;12;PDT;Partido Democrático Trabalhista;Não eleito;1;5234;5234;-29,686051;-53,806921;center-left
AP;SANTANA;Prefeito;11;SEBASTIAO FERREIRA DA ROCHA;BALA ROCHA;11;PP;PROGRESSISTAS;Eleito;1;43711;43711;-0,030707;-51,178967;center-right
AP;SANTANA;Prefeito;20;JOSE ROBERTO AFONSO PANTOJA;PROFESSOR ZE ROBERTO;20;PODE;Podemos;Não eleito;1;14091;14091;-0,030707;-51,178967;center-right
AP;SANTANA;Prefeito;25;FRANCISCO ROZIVALDO RIBEIRO DE OLIVEIRA;NENEM DO FRANGO;25;PRD;Partido Renovação Democrática;Não eleito;1;6469;6469;-0,030707;-51,178967;right
SP;SANTOS;Prefeito;10;ROGERIO PEREIRA DOS SANTOS;ROGERIO SANTOS;10;REPUBLICANOS;REPUBLICANOS;2º Turno;1;101498;101498;-23,933599;-46,32864;right
SP;SANTOS;Prefeito;22;ROSANA DE OLIVEIRA VALLE;ROSANA VALLE;22;PL;Partido Liberal;2º Turno;1;99999;99999;-23,933599;-46,32864;right
SP;SANTOS;Prefeito;13;TELMA SANDRA AUGUSTO DE SOUZA;TELMA DE SOUZA;13;PT;Partido dos Trabalhadores;Não eleito;1;31423;31423;-23,933599;-46,32864;center-left
